feature-id	tissue_mean	tissue_std	tissue_rank	survival_mean	survival_std	survival_rank	inter_mean	inter_std	inter_rank
Marv-74e12a8	-0.10593866356187046	0.6535484018150507	136.0	-2.2667227965956007	4.456940630375916	72.0	-3.3946771968934213	1.4124387389901891	0.0
Subd-330f9b7	0.3895513877551405	0.8452250741580737	255.0	1.1528544722420648	3.8086312484342733	218.0	-3.345155937113109	1.6309690823818783	1.0
Chri-fb2e43a	0.08599940235528959	0.6552243997703694	183.0	-3.2770181541610084	4.5395409267166364	41.0	-2.8247411125808095	1.2747226252906727	2.0
Anae-2ee585c	0.5874223594481316	0.7099798438067855	286.0	-2.587642472280333	3.2497292119968333	55.0	-2.783320552410574	1.5696611110510603	3.0
Lach-b7ff5b3	0.9121254943015639	0.6536302032686411	310.0	-2.323080829141638	5.950283109698117	68.0	-2.3409162235372536	1.6962699094060782	4.0
Turi-4f904eb	0.02014263480155364	1.5074441325665557	168.0	0.5202069160229257	4.092501792979066	192.0	-2.306556122381328	2.087281734984256	5.0
Alis-0ce6000	0.8743624160475584	0.880810594814974	305.0	-1.4195440520479097	4.612126420786413	103.0	-2.246298363155139	1.5032963759085611	6.0
Buty-5f0a87f	0.8063794156711881	0.7476483330852939	301.0	0.996872200833618	2.807869826710947	208.0	-2.1449680674829406	1.1650923692417767	7.0
Barn-53f976e	1.166296834846988	0.9409675144179417	319.0	-0.27341629074974605	3.6638972870988002	154.0	-2.104663999083619	1.492287720178298	8.0
Prev-6b6d13f	0.414609547161202	0.9518729289527208	262.0	-0.9063933859642795	2.692264988488529	123.0	-2.095117606745691	1.726860600193513	9.0
Chri-f7035cb	-0.35772754333885054	0.7075257536118128	77.0	-0.0833572586552689	2.3991049785151044	164.0	-2.037636822759284	1.5570424644985004	10.0
Rhod-a0d65b0	0.6715927005720479	0.8170913379582279	297.0	0.1818387754040855	2.7687855166159987	172.0	-1.9911771175930273	2.582758573671593	11.0
Romb-df3d611	0.418883662109157	0.4822366309960776	263.0	-4.498118529464676	4.788268622698444	20.0	-1.9658753937914069	0.7048820166519478	12.0
Dore-18ef456	0.40858081744080954	0.7695840608099647	259.0	-0.7922632540776294	4.019924735640239	130.0	-1.929194725244605	1.1038717057713392	13.0
Veil-d6403e5	2.2835196893714302	0.9756471395825403	335.0	0.8691516907445086	3.5535393190951856	206.0	-1.873011887928066	1.728702877300275	14.0
Erys-cd33343	-0.11765534999664876	0.8868385896183671	132.0	-0.6660479039815834	5.766424750319163	136.0	-1.7753249715653088	1.8660363769630102	15.0
Rumi-030e364	-0.36095639913564764	0.9387173513745624	76.0	-1.9011132571077733	2.1197309439317387	88.0	-1.745834064798544	1.5628232476235582	16.0
Rumi-6c7b500	0.9622625682304151	0.8019624656171807	314.0	1.7306533854983837	4.709511362869926	244.0	-1.744671735244767	0.929095784106026	17.0
Rhod-1667bf7	0.4708320287508543	0.7699958157972866	274.0	-1.663961123145381	2.2226338336740414	95.0	-1.6927401030722755	1.3725655288680216	18.0
Lach-7079408	0.4537570690307914	0.3185078176908008	272.0	2.820477749803691	1.52520507927156	282.0	-1.6508709464233116	0.6634916308074786	19.0
Rumi-6a57339	1.0469413400965146	0.7168181021350254	316.0	4.517070193842499	3.61515595103053	323.0	-1.6353690602769702	0.838332274227448	20.0
Alis-520887a	-0.1495175739419455	0.7710886387906123	123.0	1.5384944935311033	4.442333706467293	233.0	-1.5016368816901045	1.0397603264516446	21.0
Hydr-6dae81d	1.4029099380868397	0.9470340742952269	327.0	-3.2965068683668783	3.055417571657823	39.0	-1.5010446165863773	1.1934882522315013	22.0
NB1--fab1c84	0.3970124711905714	0.6440827334952731	257.0	-2.423601473054855	3.979045616980204	62.0	-1.4979559423482058	1.0969039401087255	23.0
Sene-781430c	0.7909399089162109	0.6781499990785057	300.0	1.7543282460251484	2.68647833913653	245.0	-1.4353564952216242	1.162517643516413	24.0
